index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,interaction_type,n,deviation,gaze_pos_x,gaze_pos_y
22372,activate_star,75501,1299,832,97057393,-,0,453,73409,qm,2,15AZ,qm_log_game_2,17,holiday_home,5,,,
22393,activate_star,110061,733,800,97091953,-,0,713,107969,qm,2,15AZ,qm_log_game_2,4,holiday_home,6,,,
22678,activate_star,6275,1195,437,97816160,-,0,0,4421,qm,3,15AZ,qm_log_game_3,15,holiday_home,1,,,
22688,activate_star,19720,1272,666,97829600,-,0,0,17866,qm,3,15AZ,qm_log_game_3,18,blast,2,,,
22701,activate_star,33600,910,798,97843480,-,0,97,31746,qm,3,15AZ,qm_log_game_3,10,blast,3,,,
22720,activate_star,52398,1124,806,97862282,-,0,282,50544,qm,3,15AZ,qm_log_game_3,14,blast,4,,,
22733,activate_star,65800,832,397,97875680,-,0,326,63946,qm,3,15AZ,qm_log_game_3,7,holiday_home,5,,,
22737,activate_star,75809,1195,437,97885680,-,0,326,73955,qm,3,15AZ,qm_log_game_3,15,holiday_home,6,,,
23083,activate_star,5755,730,618,8546765,-,0,0,3854,im,1,18KK,im_log_game_1,4,blast,1,,,
23096,activate_star,19518,771,862,8560524,-,0,175,17617,im,1,18KK,im_log_game_1,6,holiday_home,2,,,
23116,activate_star,47435,1157,794,8588444,-,0,269,45534,im,1,18KK,im_log_game_1,14,holiday_home,3,40.15,1133.6,796.6
23422,activate_star,11930,1032,306,9226135,-,0,0,9979,im,2,18KK,im_log_game_2,11,blast,1,,,
23438,activate_star,28332,808,174,9242535,-,0,211,26381,im,2,18KK,im_log_game_2,6,blast,2,11.76,816.2,180.5
23454,activate_star,45091,612,334,9259295,-,0,428,43140,im,2,18KK,im_log_game_2,1,blast,3,40.15,599.1,301.3
23468,activate_star,59533,739,605,9273735,-,0,747,57582,im,2,18KK,im_log_game_2,3,blast,4,75.76,694.0,562.5
23485,activate_star,79131,944,612,9293336,-,0,916,77180,im,2,18KK,im_log_game_2,8,blast,5,,,
23500,activate_star,94733,1215,533,9308936,-,0,1043,92782,im,2,18KK,im_log_game_2,13,blast,6,53.35,1166.3,551.2
23516,activate_star,111770,983,921,9325978,-,0,1006,109819,im,2,18KK,im_log_game_2,9,holiday_home,7,64.76,922.0,897.15
23522,activate_star,134497,1355,170,9348698,-,0,1006,132546,im,2,18KK,im_log_game_2,19,blast,8,71.67,1289.0,194.9
23539,activate_star,150813,1279,811,9365018,-,0,1263,148862,im,2,18KK,im_log_game_2,16,blast,9,88.01,1194.0,793.7
23555,activate_star,168456,983,921,9382660,-,0,1420,166505,im,2,18KK,im_log_game_2,9,holiday_home,10,62.07,934.3,892.35
23561,activate_star,183940,769,896,9398140,-,0,1420,181989,im,2,18KK,im_log_game_2,5,blast,11,83.23,711.7,839.1
23577,activate_star,200537,983,921,9414739,-,0,1523,198586,im,2,18KK,im_log_game_2,9,holiday_home,12,85.52,922.7,861.3
23625,activate_star,7977,894,255,9529351,-,0,1742,309895,im,2,18KK,im_log_game_2,7,holiday_home,13,,,
23800,activate_star,4549,983,448,10029148,-,0,0,2727,im,3,18KK,im_log_game_3,10,holiday_home,1,,,
23808,activate_star,20433,840,249,10045028,-,0,0,18611,im,3,18KK,im_log_game_3,7,blast,2,,,
23821,activate_star,34074,654,352,10058668,-,0,337,32252,im,3,18KK,im_log_game_3,4,blast,3,56.22,600.9,348.8
23837,activate_star,50555,983,448,10075148,-,0,506,48733,im,3,18KK,im_log_game_3,10,holiday_home,4,47.96,945.8,463.9
23869,activate_star,125184,1189,445,10149788,-,0,506,123362,im,3,18KK,im_log_game_3,16,holiday_home,5,77.1,1112.5,457.7
24239,activate_star,7387,563,255,4525836,-,0,0,5360,qm,1,18KK,qm_log_game_1,0,blast,1,,,
24253,activate_star,23711,650,804,4542156,-,0,-112,21684,qm,1,18KK,qm_log_game_1,4,holiday_home,2,,,
24270,activate_star,48909,1313,669,4567356,-,0,43,46882,qm,1,18KK,qm_log_game_1,18,blast,3,35.14,1290.5,648.3
24283,activate_star,61470,801,146,4579916,-,0,131,59443,qm,1,18KK,qm_log_game_1,7,holiday_home,4,24.03,801.3,168.3
24307,activate_star,91702,925,902,4610153,-,0,175,89675,qm,1,18KK,qm_log_game_1,10,holiday_home,5,66.85,875.1,854.8
24596,activate_star,8462,835,568,5240630,-,0,0,6083,qm,2,18KK,qm_log_game_2,7,holiday_home,1,,,
24612,activate_star,42897,1294,674,5275070,-,0,0,40518,qm,2,18KK,qm_log_game_2,17,holiday_home,2,45.96,1248.7,664.8
25374,activate_star,5381,725,195,18455832,-,0,0,3575,im,1,19VB,im_log_game_1,4,blast,1,,,
25388,activate_star,20222,701,796,18470672,-,0,206,18416,im,1,19VB,im_log_game_1,3,blast,2,,,
25402,activate_star,33560,625,381,18483992,-,0,434,31754,im,1,19VB,im_log_game_1,2,holiday_home,3,49.8,576.0,377.7
25419,activate_star,57351,1360,930,18507792,-,0,556,55545,im,1,19VB,im_log_game_1,19,holiday_home,4,67.81,1294.4,914.1
25709,activate_star,4414,655,482,19088950,-,0,0,2102,im,2,19VB,im_log_game_2,1,blast,1,,,
25722,activate_star,18132,939,613,19102670,-,0,365,15820,im,2,19VB,im_log_game_2,8,holiday_home,2,,,
25736,activate_star,49615,1105,472,19134150,-,0,365,47303,im,2,19VB,im_log_game_2,13,blast,3,47.23,1061.7,468.5
25752,activate_star,67818,939,613,19152350,-,0,605,65506,im,2,19VB,im_log_game_2,8,holiday_home,4,,,
25756,activate_star,78732,966,226,19163270,-,0,605,76420,im,2,19VB,im_log_game_2,9,blast,5,35.31,932.9,214.2
25770,activate_star,93082,1308,617,19177590,-,0,909,90770,im,2,19VB,im_log_game_2,18,holiday_home,6,51.2,1265.4,592.0
25774,activate_star,103896,678,198,19188432,-,0,909,101584,im,2,19VB,im_log_game_2,3,blast,7,31.61,699.3,180.7
25788,activate_star,117227,939,613,19201750,-,0,1121,114915,im,2,19VB,im_log_game_2,8,blast,8,44.34,895.2,620.3
25802,activate_star,131551,1259,236,19216070,-,0,1385,129239,im,2,19VB,im_log_game_2,16,blast,9,27.15,1235.7,221.9
25818,activate_star,148898,1308,617,19233430,-,0,1516,146586,im,2,19VB,im_log_game_2,18,holiday_home,10,72.73,1235.7,607.8
25824,activate_star,160054,999,823,19244590,-,0,1516,157742,im,2,19VB,im_log_game_2,10,holiday_home,11,50.28,958.2,814.3
26094,activate_star,5079,1101,583,19916534,-,0,0,3467,im,3,19VB,im_log_game_3,15,blast,1,,,
26107,activate_star,17409,1034,385,19928854,-,0,291,15797,im,3,19VB,im_log_game_3,12,blast,2,,,
26121,activate_star,30743,753,228,19942174,-,0,446,29131,im,3,19VB,im_log_game_3,6,blast,3,31.64,728.9,211.9
26135,activate_star,44065,807,673,19955494,-,0,457,42453,im,3,19VB,im_log_game_3,7,blast,4,57.06,754.4,658.0
26148,activate_star,57394,1015,862,19968854,-,0,734,55782,im,3,19VB,im_log_game_3,11,blast,5,34.11,984.1,862.8
26162,activate_star,71721,1307,845,19983174,-,0,1013,70109,im,3,19VB,im_log_game_3,19,blast,6,26.18,1282.9,854.1
26176,activate_star,86040,599,543,19997495,-,0,1342,84428,im,3,19VB,im_log_game_3,2,blast,7,19.1,585.55,537.9
26190,activate_star,100369,713,917,20011813,-,0,1301,98757,im,3,19VB,im_log_game_3,5,blast,8,43.39,695.1,878.8
26203,activate_star,112695,580,759,20024133,-,0,1492,111083,im,3,19VB,im_log_game_3,0,holiday_home,9,42.71,551.1,726.3
26220,activate_star,137036,1237,297,20048493,-,0,1464,135424,im,3,19VB,im_log_game_3,17,blast,10,,,
26254,activate_star,18254,1260,604,20081613,-,0,1363,166584,im,3,19VB,im_log_game_3,18,blast,11,75.76,1191.1,572.6
26267,activate_star,31594,1055,508,20094933,-,0,1585,179924,im,3,19VB,im_log_game_3,13,blast,12,69.67,1009.7,467.5
26282,activate_star,45694,1186,908,20109053,-,0,1565,194024,im,3,19VB,im_log_game_3,16,holiday_home,13,73.59,1127.1,866.3
26299,activate_star,69129,975,703,20132493,-,0,1693,217459,im,3,19VB,im_log_game_3,10,blast,14,,,
26312,activate_star,82485,808,384,20145813,-,0,1765,230815,im,3,19VB,im_log_game_3,8,blast,15,31.82,790.2,359.3
26328,activate_star,100012,1090,232,20163373,-,0,1717,248342,im,3,19VB,im_log_game_3,14,blast,16,,,
26342,activate_star,114015,597,400,20177373,-,0,1774,262345,im,3,19VB,im_log_game_3,1,blast,17,,,
26356,activate_star,128406,613,800,20191773,-,0,1776,276736,im,3,19VB,im_log_game_3,4,blast,18,67.7,572.0,751.3
26369,activate_star,141770,867,171,20205133,-,0,1855,290100,im,3,19VB,im_log_game_3,9,blast,19,27.6,854.7,145.3
26382,activate_star,155091,608,153,20218453,-,0,1996,303421,im,3,19VB,im_log_game_3,3,blast,20,50.68,594.3,104.8
26397,activate_star,5536,1203,549,22346871,-,0,0,3630,qm,1,19VB,qm_log_game_1,15,blast,1,,,
26411,activate_star,18861,767,429,22360191,-,0,287,16955,qm,1,19VB,qm_log_game_1,7,blast,2,43.64,737.2,459.7
26425,activate_star,33197,1291,279,22374471,-,0,401,31291,qm,1,19VB,qm_log_game_1,16,blast,3,30.78,1261.7,282.1
26439,activate_star,47978,600,140,22389312,-,0,547,46072,qm,1,19VB,qm_log_game_1,3,blast,4,67.9,532.5,137.2
26452,activate_star,61301,952,345,22402632,-,0,673,59395,qm,1,19VB,qm_log_game_1,10,blast,5,40.49,939.3,382.7
26465,activate_star,73629,611,719,22414951,-,0,797,71723,qm,1,19VB,qm_log_game_1,4,holiday_home,6,51.76,560.1,726.7
26485,activate_star,100978,789,838,22442310,-,0,804,99072,qm,1,19VB,qm_log_game_1,8,blast,7,48.34,743.8,854.4
26499,activate_star,115322,570,920,22456632,-,0,1018,113416,qm,1,19VB,qm_log_game_1,1,blast,8,80.63,492.55,936.2
26512,activate_star,128656,996,789,22469990,-,0,1270,126750,qm,1,19VB,qm_log_game_1,11,holiday_home,9,36.24,985.8,822.6
26530,activate_star,153002,1319,821,22494310,-,0,1464,151096,qm,1,19VB,qm_log_game_1,19,blast,10,17.34,1308.0,832.7
26546,activate_star,4257,1042,477,22510470,-,0,1649,165356,qm,1,19VB,qm_log_game_1,13,blast,11,47.39,1056.2,522.0
26559,activate_star,16585,1308,493,22522790,-,0,1911,177684,qm,1,19VB,qm_log_game_1,18,blast,12,10.04,1312.4,488.6
26574,activate_star,30918,725,661,22537110,-,0,1947,192017,qm,1,19VB,qm_log_game_1,5,blast,13,54.29,732.0,714.6
26587,activate_star,43252,798,267,22549470,-,0,2297,204351,qm,1,19VB,qm_log_game_1,9,blast,14,,,
26602,activate_star,57600,1200,311,22563790,-,0,2396,218699,qm,1,19VB,qm_log_game_1,14,blast,15,28.07,1223.7,296.7
26616,activate_star,71937,566,189,22578150,-,0,2615,233036,qm,1,19VB,qm_log_game_1,0,blast,16,10.5,560.0,182.2
26629,activate_star,85268,762,921,22591470,-,0,2785,246367,qm,1,19VB,qm_log_game_1,6,holiday_home,17,29.13,754.95,947.1
26648,activate_star,109513,588,821,22615709,-,0,2963,270612,qm,1,19VB,qm_log_game_1,2,blast,18,46.55,581.9,866.5
26661,activate_star,122846,1025,877,22629029,-,0,3150,283945,qm,1,19VB,qm_log_game_1,12,blast,19,40.9,1032.85,913.4
26674,activate_star,135659,1294,832,22641871,-,0,3323,296758,qm,1,19VB,qm_log_game_1,17,blast,20,,,
26689,activate_star,4148,716,444,22983972,-,0,0,2326,qm,2,19VB,qm_log_game_2,4,holiday_home,1,,,
26699,activate_star,25949,973,715,23005771,-,0,0,24127,qm,2,19VB,qm_log_game_2,10,blast,2,30.76,950.2,730.8
26713,activate_star,39289,680,644,23019091,-,0,219,37467,qm,2,19VB,qm_log_game_2,3,blast,3,31.36,649.5,643.8
26728,activate_star,54635,716,444,23034451,-,0,442,52813,qm,2,19VB,qm_log_game_2,4,holiday_home,4,36.42,681.6,460.9
26745,activate_star,76980,1200,653,23056771,-,0,721,75158,qm,2,19VB,qm_log_game_2,15,blast,5,60.07,1148.5,682.1
26758,activate_star,90311,868,910,23070131,-,0,1020,88489,qm,2,19VB,qm_log_game_2,6,blast,6,28.76,850.0,926.2
26772,activate_star,103654,1097,376,23083451,-,0,1230,101832,qm,2,19VB,qm_log_game_2,13,holiday_home,7,27.67,1086.2,400.8
26794,activate_star,138017,1350,486,23117811,-,0,1492,136195,qm,2,19VB,qm_log_game_2,18,blast,8,33.95,1328.4,501.9
26807,activate_star,151361,560,156,23131171,-,0,1700,149539,qm,2,19VB,qm_log_game_2,0,blast,9,17.31,570.1,169.4
26822,activate_star,165691,939,163,23145490,-,0,1836,163869,qm,2,19VB,qm_log_game_2,9,holiday_home,10,11.36,933.0,171.6
26840,activate_star,190309,1192,893,23170131,-,0,1981,188487,qm,2,19VB,qm_log_game_2,14,blast,11,35.07,1161.7,876.0
26859,activate_star,8506,628,509,23192490,-,0,2196,205763,qm,2,19VB,qm_log_game_2,2,blast,12,23.24,612.8,507.25
26874,activate_star,23850,875,462,23207811,-,0,2451,221107,qm,2,19VB,qm_log_game_2,7,blast,13,33.52,858.3,483.1
26889,activate_star,40184,899,665,23224170,-,0,2509,237441,qm,2,19VB,qm_log_game_2,8,blast,14,14.24,896.5,664.2
26905,activate_star,54462,1023,316,23238450,-,0,2556,251719,qm,2,19VB,qm_log_game_2,12,blast,15,23.55,1009.8,328.6
26918,activate_star,67786,979,907,23251770,-,0,2606,265043,qm,2,19VB,qm_log_game_2,11,blast,16,,,
26932,activate_star,82503,770,898,23266490,-,0,2895,279760,qm,2,19VB,qm_log_game_2,5,holiday_home,17,,,
26949,activate_star,106542,1240,363,23290530,-,0,3087,303799,qm,2,19VB,qm_log_game_2,16,holiday_home,18,13.91,1252.2,360.1
27011,activate_star,4912,746,393,23602768,-,0,0,3154,qm,3,19VB,qm_log_game_3,3,blast,1,,,
27026,activate_star,21269,955,625,23619128,-,0,158,19511,qm,3,19VB,qm_log_game_3,10,holiday_home,2,,,
27030,activate_star,32312,894,258,23630168,-,0,158,30554,qm,3,19VB,qm_log_game_3,6,blast,3,40.73,878.3,274.7
27046,activate_star,49506,955,625,23647368,-,0,319,47748,qm,3,19VB,qm_log_game_3,10,blast,4,40.36,921.1,643.7
27061,activate_star,64840,906,920,23662688,-,0,393,63082,qm,3,19VB,qm_log_game_3,7,blast,5,59.96,847.1,915.8
27077,activate_star,80170,1157,802,23678008,-,0,645,78412,qm,3,19VB,qm_log_game_3,15,blast,6,29.3,1140.5,822.8
27090,activate_star,92709,1293,618,23690567,-,0,946,90951,qm,3,19VB,qm_log_game_3,17,blast,7,43.83,1259.4,635.4
27103,activate_star,106041,625,929,23703887,-,0,1258,104283,qm,3,19VB,qm_log_game_3,2,holiday_home,8,67.78,564.5,960.8
27122,activate_star,130232,1210,307,23728087,-,0,1475,128474,qm,3,19VB,qm_log_game_3,16,blast,9,19.27,1195.3,311.4
27136,activate_star,143566,1084,141,23741407,-,0,1645,141808,qm,3,19VB,qm_log_game_3,14,blast,10,13.29,1077.9,147.6
27149,activate_star,156901,1081,461,23754727,-,0,1780,155143,qm,3,19VB,qm_log_game_3,13,blast,11,,,
27166,activate_star,6782,810,535,23773407,-,0,1917,169833,qm,3,19VB,qm_log_game_3,4,blast,12,,,
27179,activate_star,20629,952,688,23787247,-,0,2058,183680,qm,3,19VB,qm_log_game_3,9,blast,13,47.33,912.4,698.0
27193,activate_star,36344,1072,485,23802967,-,0,2212,199395,qm,3,19VB,qm_log_game_3,12,blast,14,25.26,1061.8,507.2
27206,activate_star,50105,950,925,23816727,-,0,2486,213156,qm,3,19VB,qm_log_game_3,8,holiday_home,15,25.63,935.8,935.6
27210,activate_star,61867,1318,687,23828487,-,0,2486,224918,qm,3,19VB,qm_log_game_3,19,blast,16,16.46,1314.9,682.0
27223,activate_star,75386,950,925,23842009,-,0,2756,238437,qm,3,19VB,qm_log_game_3,8,blast,17,34.21,944.4,950.0
27238,activate_star,90947,614,867,23857567,-,0,2768,253998,qm,3,19VB,qm_log_game_3,1,blast,18,73.89,585.7,934.6
27251,activate_star,104276,587,335,23870887,-,0,3009,267327,qm,3,19VB,qm_log_game_3,0,blast,19,24.62,563.6,346.7
27265,activate_star,117600,871,288,23884206,-,0,3188,280651,qm,3,19VB,qm_log_game_3,5,blast,20,9.35,866.6,294.8
27279,activate_star,131938,1072,254,23898526,-,0,3427,294989,qm,3,19VB,qm_log_game_3,11,blast,21,,,
27293,activate_star,149064,1311,352,23915686,-,0,3419,312115,qm,3,19VB,qm_log_game_3,18,blast,22,22.01,1310.7,347.1
27310,activate_star,10489,867,630,82331089,-,0,0,8450,im,1,20EC,im_log_game_1,8,holiday_home,1,,,
27314,activate_star,20889,1131,508,82341489,-,0,0,18850,im,1,20EC,im_log_game_1,13,holiday_home,2,,,
27718,activate_star,4491,809,547,83336805,-,0,0,2669,im,2,20EC,im_log_game_2,7,blast,1,,,
27731,activate_star,18045,972,702,83350365,-,0,-86,16223,im,2,20EC,im_log_game_2,11,blast,2,,,
27745,activate_star,32685,1265,574,83365005,-,0,-350,30863,im,2,20EC,im_log_game_2,16,holiday_home,3,,,
27763,activate_star,58404,853,891,83390725,-,0,-213,56582,im,2,20EC,im_log_game_2,8,blast,4,,,
27776,activate_star,71738,573,922,83404045,-,0,137,69916,im,2,20EC,im_log_game_2,0,blast,5,64.84,635.1,935.8
27793,activate_star,88129,662,697,83420444,-,0,371,86307,im,2,20EC,im_log_game_2,3,holiday_home,6,,,
27812,activate_star,116922,802,302,83449244,-,0,176,115100,im,2,20EC,im_log_game_2,6,holiday_home,7,82.44,808.1,383.4
28109,activate_star,4323,909,513,84123873,-,0,0,2554,im,3,20EC,im_log_game_3,10,holiday_home,1,,,
28117,activate_star,16324,1181,531,84135873,-,0,0,14555,im,3,20EC,im_log_game_3,15,blast,2,,,
28133,activate_star,33682,1286,745,84153233,-,0,200,31913,im,3,20EC,im_log_game_3,18,holiday_home,3,25.54,1292.2,759.5
28153,activate_star,59804,1033,818,84179353,-,0,283,58035,im,3,20EC,im_log_game_3,12,blast,4,,,
28167,activate_star,73807,1222,206,84193353,-,0,357,72038,im,3,20EC,im_log_game_3,16,holiday_home,5,40.36,1231.7,243.6
28171,activate_star,84842,909,513,84204393,-,0,357,83073,im,3,20EC,im_log_game_3,10,blast,6,47.95,904.9,514.8
28186,activate_star,98765,565,441,84218312,-,0,648,96996,im,3,20EC,im_log_game_3,1,blast,7,57.7,555.85,498.1
28202,activate_star,114403,1023,266,84233952,-,0,838,112634,im,3,20EC,im_log_game_3,11,holiday_home,8,,,
28206,activate_star,124882,737,729,84244432,-,0,838,123113,im,3,20EC,im_log_game_3,6,holiday_home,9,48.04,755.0,763.3
28491,activate_star,5344,978,543,86768942,-,0,0,3095,qm,1,20EC,qm_log_game_1,10,holiday_home,1,,,
28510,activate_star,30308,1183,675,86793902,-,0,-50,28059,qm,1,20EC,qm_log_game_1,16,holiday_home,2,,,
28851,activate_star,3916,863,562,88471078,-,0,0,2020,qm,2,20EC,qm_log_game_2,5,holiday_home,1,,,
28859,activate_star,15483,792,331,88482638,-,0,0,13587,qm,2,20EC,qm_log_game_2,3,blast,2,39.33,777.2,313.0
28875,activate_star,31825,989,290,88498958,-,0,221,29929,qm,2,20EC,qm_log_game_2,6,holiday_home,3,42.8,977.4,328.7
28883,activate_star,51844,863,562,88518998,-,0,221,49948,qm,2,20EC,qm_log_game_2,5,holiday_home,4,38.78,868.7,599.6
29143,activate_star,3952,945,620,89801568,-,0,0,2055,qm,3,20EC,qm_log_game_3,9,blast,1,23.4,943.7,633.5
29158,activate_star,18675,1176,522,89816288,-,0,-195,16778,qm,3,20EC,qm_log_game_3,14,blast,2,,,
29177,activate_star,46798,1026,329,89844406,-,0,-263,44901,qm,3,20EC,qm_log_game_3,11,holiday_home,3,23.32,1014.0,345.8
29185,activate_star,69309,701,879,89866886,-,0,-263,67412,qm,3,20EC,qm_log_game_3,3,blast,4,,,
29198,activate_star,82640,734,646,89880245,-,0,-157,80743,qm,3,20EC,qm_log_game_3,4,holiday_home,5,14.6,738.5,658.8
29202,activate_star,92652,562,529,89890245,-,0,-157,90755,qm,3,20EC,qm_log_game_3,0,blast,6,50.0,570.4,576.0
29215,activate_star,105154,651,189,89902765,-,0,-263,103257,qm,3,20EC,qm_log_game_3,2,holiday_home,7,,,
29221,activate_star,117113,1026,329,89914725,-,0,-263,115216,qm,3,20EC,qm_log_game_3,11,blast,8,,,
29239,activate_star,144236,734,646,89941845,-,0,-315,142339,qm,3,20EC,qm_log_game_3,4,holiday_home,9,72.26,770.6,707.9
29245,activate_star,155309,1328,938,89952925,-,0,-315,153412,qm,3,20EC,qm_log_game_3,18,blast,10,56.09,1297.2,980.2
29261,activate_star,169757,914,916,89967365,-,0,-334,167860,qm,3,20EC,qm_log_game_3,8,blast,11,,,
29277,activate_star,187312,1335,239,89984925,-,0,-541,185415,qm,3,20EC,qm_log_game_3,19,holiday_home,12,52.38,1340.2,289.1
29281,activate_star,198548,651,189,89996165,-,0,-541,196651,qm,3,20EC,qm_log_game_3,2,holiday_home,13,,,
29606,activate_star,4252,648,232,8574806,-,0,0,2403,im,1,21EC,im_log_game_1,1,holiday_home,1,,,
29625,activate_star,28891,1021,238,8599446,-,0,75,27042,im,1,21EC,im_log_game_1,11,holiday_home,2,,,
29933,activate_star,4659,677,283,9167685,-,0,0,2648,im,2,21EC,im_log_game_2,1,blast,1,,,
29949,activate_star,19656,843,416,9182685,-,0,119,17645,im,2,21EC,im_log_game_2,2,blast,2,,,
29965,activate_star,37005,1113,162,9200005,-,0,345,34994,im,2,21EC,im_log_game_2,4,blast,3,,,
29980,activate_star,50337,1302,275,9213365,-,0,615,48326,im,2,21EC,im_log_game_2,8,blast,4,,,
29993,activate_star,69581,1171,471,9232605,-,0,751,67570,im,2,21EC,im_log_game_2,6,blast,5,,,
30008,activate_star,92739,1125,710,9255765,-,0,1033,90728,im,2,21EC,im_log_game_2,5,blast,6,,,
30024,activate_star,108619,1173,919,9271644,-,0,1042,106608,im,2,21EC,im_log_game_2,7,holiday_home,7,,,
30055,activate_star,152215,898,851,9315244,-,0,999,150204,im,2,21EC,im_log_game_2,3,blast,8,,,
30078,activate_star,186821,572,514,9349844,-,0,1260,184810,im,2,21EC,im_log_game_2,0,holiday_home,9,,,
30123,activate_star,4558,660,148,9603391,-,0,1508,351366,im,2,21EC,im_log_game_3,2,blast,1,,,
30139,activate_star,20199,766,404,9619071,-,0,1655,367007,im,2,21EC,im_log_game_3,3,holiday_home,2,,,
30166,activate_star,59554,799,817,9658431,-,0,1982,406362,im,2,21EC,im_log_game_3,4,holiday_home,3,,,
30797,activate_star,5409,841,471,4421822,-,0,0,2958,qm,1,21EC,qm_log_game_1,6,holiday_home,1,,,
30827,activate_star,46930,620,175,4463341,-,0,25,44479,qm,1,21EC,qm_log_game_1,4,holiday_home,2,,,
31323,activate_star,4585,595,329,5942965,-,0,0,2764,qm,2,21EC,qm_log_game_2,1,holiday_home,1,,,
31341,activate_star,28913,1308,778,5967286,-,0,114,27092,qm,2,21EC,qm_log_game_2,17,blast,2,,,
31359,activate_star,46589,1022,166,5984965,-,0,-47,44768,qm,2,21EC,qm_log_game_2,11,blast,3,,,
31374,activate_star,61226,759,633,5999605,-,0,67,59405,qm,2,21EC,qm_log_game_2,4,holiday_home,4,,,
31391,activate_star,84560,1201,292,6022925,-,0,277,82739,qm,2,21EC,qm_log_game_2,15,blast,5,,,
31405,activate_star,98946,972,808,6037325,-,0,252,97125,qm,2,21EC,qm_log_game_2,10,blast,6,,,
31420,activate_star,113508,870,342,6051885,-,0,269,111687,qm,2,21EC,qm_log_game_2,7,blast,7,,,
31436,activate_star,128844,646,834,6067205,-,0,280,127023,qm,2,21EC,qm_log_game_2,2,holiday_home,8,,,
31471,activate_star,189868,1347,486,6128205,-,0,402,188047,qm,2,21EC,qm_log_game_2,19,holiday_home,9,,,
31669,activate_star,6380,673,495,6597561,-,0,0,3694,qm,3,21EC,qm_log_game_3,1,holiday_home,1,,,
31690,activate_star,33779,941,405,6624961,-,0,-76,31093,qm,3,21EC,qm_log_game_3,8,blast,2,,,
31703,activate_star,46114,1203,752,6637280,-,0,36,43428,qm,3,21EC,qm_log_game_3,15,blast,3,,,
31718,activate_star,60987,742,181,6652160,-,0,285,58301,qm,3,21EC,qm_log_game_3,4,blast,4,,,
31731,activate_star,73319,781,932,6664480,-,0,468,70633,qm,3,21EC,qm_log_game_3,5,blast,5,,,
31744,activate_star,86659,1057,187,6677840,-,0,514,83973,qm,3,21EC,qm_log_game_3,12,blast,6,,,
31757,activate_star,99988,938,703,6691160,-,0,403,97302,qm,3,21EC,qm_log_game_3,7,holiday_home,7,,,
31776,activate_star,125333,1319,346,6716480,-,0,714,122647,qm,3,21EC,qm_log_game_3,18,blast,8,,,
31789,activate_star,137663,1173,549,6728840,-,0,967,134977,qm,3,21EC,qm_log_game_3,14,blast,9,,,
31805,activate_star,152980,1110,939,6744160,-,0,1198,150294,qm,3,21EC,qm_log_game_3,13,blast,10,,,
31820,activate_star,8177,590,901,6764440,-,0,1323,165787,qm,3,21EC,qm_log_game_3,0,blast,11,,,
31837,activate_star,22819,826,540,6779080,-,0,1470,180429,qm,3,21EC,qm_log_game_3,6,blast,12,,,
31850,activate_star,35539,706,721,6791800,-,0,1568,193149,qm,3,21EC,qm_log_game_3,3,blast,13,,,
31866,activate_star,52780,1000,643,6809040,-,0,1724,210390,qm,3,21EC,qm_log_game_3,9,blast,14,,,
31879,activate_star,66120,1025,850,6822360,-,0,1859,223730,qm,3,21EC,qm_log_game_3,11,blast,15,,,
31894,activate_star,80381,1275,836,6836639,-,0,1965,237991,qm,3,21EC,qm_log_game_3,16,blast,16,,,
31909,activate_star,94022,678,213,6850279,-,0,2156,251632,qm,3,21EC,qm_log_game_3,2,holiday_home,17,,,
31926,activate_star,116747,1005,410,6872999,-,0,2340,274357,qm,3,21EC,qm_log_game_3,10,blast,18,,,
31948,activate_star,136580,1333,240,6892841,-,0,2506,294190,qm,3,21EC,qm_log_game_3,19,blast,19,,,
31961,activate_star,150056,1302,443,6906319,-,0,2763,307666,qm,3,21EC,qm_log_game_3,17,holiday_home,20,,,
31987,activate_star,5935,590,174,149712262,-,0,0,3905,im,1,22ES,im_log_game_1,3,blast,1,36.65,563.6,166.3
32001,activate_star,20267,1168,650,149726581,-,0,299,18237,im,1,22ES,im_log_game_1,14,blast,2,86.07,1099.9,598.4
32015,activate_star,34930,1021,273,149741261,-,0,581,32900,im,1,22ES,im_log_game_1,11,holiday_home,3,44.89,981.0,272.2
32033,activate_star,60810,1179,400,149767141,-,0,581,58780,im,1,22ES,im_log_game_1,15,holiday_home,4,65.16,1121.2,373.7
32497,activate_star,7592,1012,462,150911426,-,0,0,5796,im,2,22ES,im_log_game_2,11,holiday_home,1,,,
32524,activate_star,44468,1213,786,150948305,-,0,435,42672,im,2,22ES,im_log_game_2,15,blast,2,,,
32537,activate_star,60152,560,303,150963985,-,0,561,58356,im,2,22ES,im_log_game_2,0,blast,3,,,
32550,activate_star,74065,881,882,150977905,-,0,769,72269,im,2,22ES,im_log_game_2,8,blast,4,78.24,832.2,817.9
32570,activate_star,93191,789,378,150997025,-,0,847,91395,im,2,22ES,im_log_game_2,6,holiday_home,5,40.39,761.7,350.7
32578,activate_star,109506,685,717,151013345,-,0,847,107710,im,2,22ES,im_log_game_2,2,blast,6,,,
32592,activate_star,124827,1228,542,151028665,-,0,964,123031,im,2,22ES,im_log_game_2,17,blast,7,,,
